Region,Incident_Date,Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total Number_of_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death
Central America,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sun, 08/14/2022 - 12:00",2022,August,0.0,5.0,5,0.0,3.0,2.0,3.0,Mixed or unknown
Central America,"Thu, 07/28/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Mediterranean,"Fri, 08/12/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 08/13/2022 - 12:00",2022,August,0.0,25.0,25,11.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 08/27/2022 - 12:00",2022,August,2.0,19.0,21,6.0,0.0,0.0,0.0,Drowning
Mediterranean,"Mon, 08/29/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Europe,"Wed, 08/24/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
South-eastern Asia,"Sun, 08/28/2022 - 12:00",2022,August,4.0,0.0,4,9.0,1.0,2.0,1.0,Vehicle accident / death linked to hazardous transport
Europe,"Sat, 08/27/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Sun, 08/28/2022 - 12:00",2022,August,0.0,13.0,13,1.0,0.0,6.0,2.0,Drowning
Europe,"Thu, 09/01/2022 - 12:00",2022,September,4.0,0.0,4,8.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Fri, 09/02/2022 - 12:00",2022,September,0.0,21.0,21,37.0,0.0,0.0,0.0,Drowning
Northern Africa,"Fri, 08/26/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
Central America,"Wed, 08/17/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 08/20/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 08/29/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 08/29/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Western Asia,"Sat, 01/08/2022 - 12:00",2022,January,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
Western Asia,"Wed, 04/20/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Western Asia,"Wed, 04/13/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
Europe,"Thu, 06/16/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Europe,"Thu, 07/07/2022 - 12:00",2022,July,2.0,0.0,2,180.0,0.0,1.0,0.0,Violence
Europe,"Fri, 07/08/2022 - 12:00",2022,July,1.0,0.0,1,1.0,0.0,1.0,0.0,Drowning
Western Asia,"Fri, 08/26/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 09/04/2022 - 12:00",2022,September,0.0,4.0,4,15.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 08/31/2022 - 12:00",2022,August,5.0,0.0,5,0.0,0.0,0.0,0.0,Drowning
Southern Asia,"Mon, 09/05/2022 - 12:00",2022,September,1.0,0.0,1,4.0,0.0,1.0,0.0,Violence
Southern Asia,"Sat, 09/03/2022 - 12:00",2022,September,1.0,0.0,1,1.0,0.0,0.0,1.0,Violence
Mediterranean,"Sat, 09/03/2022 - 12:00",2022,September,1.0,0.0,1,6.0,0.0,1.0,0.0,Drowning
Northern Africa,"Mon, 09/05/2022 - 12:00",2022,September,1.0,0.0,1,55.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Wed, 09/07/2022 - 12:00",2022,September,1.0,0.0,1,61.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Wed, 09/07/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Sat, 04/09/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Drowning
North America,"Wed, 04/13/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Mediterranean,"Thu, 09/08/2022 - 12:00",2022,September,6.0,14.0,20,17.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 09/18/2022 - 12:00",2022,September,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Central America,"Thu, 09/01/2022 - 12:00",2022,September,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Thu, 09/01/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Sun, 09/04/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Tue, 08/30/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
South America,"Wed, 07/06/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Tue, 08/02/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Mon, 09/12/2022 - 12:00",2022,September,0.0,6.0,6,26.0,2.0,0.0,3.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Tue, 09/13/2022 - 12:00",2022,September,6.0,0.0,6,73.0,1.0,0.0,5.0,Drowning
Mediterranean,"Tue, 09/13/2022 - 12:00",2022,September,0.0,5.0,5,0.0,0.0,3.0,2.0,Drowning
Northern Africa,"Sun, 09/11/2022 - 12:00",2022,September,1.0,0.0,1,34.0,1.0,0.0,0.0,Violence
Southern Africa,"Mon, 09/12/2022 - 12:00",2022,September,1.0,0.0,1,43.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Central America,"Sun, 08/07/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 08/07/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Wed, 01/05/2022 - 12:00",2022,January,3.0,0.0,3,0.0,0.0,1.0,2.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Caribbean,"Fri, 08/05/2022 - 12:00",2022,August,2.0,5.0,7,8.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sat, 09/10/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 09/13/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Wed, 09/14/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Fri, 09/16/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Tue, 08/30/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Central America,"Mon, 09/12/2022 - 12:00",2022,September,3.0,0.0,3,0.0,3.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Tue, 09/13/2022 - 12:00",2022,September,1.0,0.0,1,4.0,1.0,0.0,0.0,Accidental death
Western Asia,"Thu, 09/08/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Europe,"Mon, 09/12/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Mediterranean,"Mon, 09/12/2022 - 12:00",2022,September,1.0,0.0,1,117.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Mediterranean,"Thu, 09/15/2022 - 12:00",2022,September,0.0,1.0,1,19.0,1.0,0.0,0.0,Drowning
Mediterranean,"Sat, 09/17/2022 - 12:00",2022,September,1.0,0.0,1,59.0,0.0,0.0,0.0,Violence
Mediterranean,"Fri, 09/16/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Fri, 09/16/2022 - 12:00",2022,September,1.0,0.0,1,3.0,0.0,1.0,0.0,Violence
Mediterranean,"Fri, 09/16/2022 - 12:00",2022,September,5.0,1.0,6,14.0,1.0,1.0,3.0,Drowning
Mediterranean,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,13.0,0.0,1.0,0.0,Drowning
Central America,"Sat, 08/06/2022 - 12:00",2022,August,1.0,0.0,1,3.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Europe,"Sat, 09/10/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Europe,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Sat, 09/17/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Thu, 09/08/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Western Asia,"Fri, 09/02/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Europe,"Sun, 08/28/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Tue, 08/09/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Tue, 09/20/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 09/20/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Western Asia,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Sun, 09/18/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Sun, 09/18/2022 - 12:00",2022,September,0.0,1.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sat, 09/17/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 09/19/2022 - 12:00",2022,September,1.0,0.0,1,2.0,0.0,0.0,1.0,Drowning
Central America,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,17.0,0.0,0.0,1.0,Violence
Mediterranean,"Thu, 09/22/2022 - 12:00",2022,September,102.0,20.0,122,20.0,0.0,0.0,3.0,Drowning
Mediterranean,"Thu, 09/22/2022 - 12:00",2022,September,0.0,6.0,6,49.0,0.0,0.0,0.0,Drowning
North America,"Thu, 09/22/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Thu, 09/15/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Mon, 09/19/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 09/19/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South-eastern Asia,"Thu, 09/22/2022 - 12:00",2022,September,1.0,19.0,20,21.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 09/22/2022 - 12:00",2022,September,0.0,2.0,2,22.0,1.0,0.0,0.0,Drowning
Europe,"Fri, 07/29/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Europe,"Thu, 08/25/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Eastern Asia,"Tue, 09/20/2022 - 12:00",2022,September,1.0,0.0,1,2.0,0.0,1.0,0.0,Drowning
Caribbean,"Fri, 09/02/2022 - 12:00",2022,September,6.0,0.0,6,0.0,1.0,5.0,0.0,Drowning
Central America,"Wed, 08/31/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Fri, 09/02/2022 - 12:00",2022,September,2.0,0.0,2,0.0,1.0,1.0,0.0,Drowning
North America,"Thu, 09/01/2022 - 12:00",2022,September,8.0,0.0,8,0.0,0.0,0.0,0.0,Drowning
North America,"Thu, 09/01/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 09/13/2022 - 12:00",2022,September,1.0,0.0,1,50.0,1.0,0.0,0.0,Drowning
Mediterranean,"Wed, 08/31/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
South-eastern Asia,"Thu, 09/22/2022 - 12:00",2022,September,1.0,10.0,11,30.0,1.0,0.0,0.0,Drowning
Mediterranean,"Fri, 09/23/2022 - 12:00",2022,September,2.0,1.0,3,46.0,2.0,0.0,0.0,Drowning
Mediterranean,"Sat, 09/24/2022 - 12:00",2022,September,6.0,1.0,7,15.0,1.0,1.0,4.0,Drowning
Mediterranean,"Thu, 09/08/2022 - 12:00",2022,September,0.0,33.0,33,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 06/29/2022 - 12:00",2022,June,5.0,0.0,5,108.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 08/07/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 08/27/2022 - 12:00",2022,August,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Western Asia,"Fri, 09/23/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Mediterranean,"Sun, 09/25/2022 - 12:00",2022,September,0.0,4.0,4,10.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 09/28/2022 - 12:00",2022,September,8.0,24.0,32,8.0,1.0,7.0,0.0,Drowning
Central America,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,1.0,Violence
Central America,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Thu, 09/22/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South America,"Wed, 09/21/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Mon, 09/12/2022 - 12:00",2022,September,1.0,0.0,1,8.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 09/20/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Mon, 09/26/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 09/26/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 09/25/2022 - 12:00",2022,September,1.0,0.0,1,5.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Wed, 09/07/2022 - 12:00",2022,September,1.0,0.0,1,3.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Mediterranean,"Mon, 05/16/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Mediterranean,"Mon, 05/16/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Wed, 09/28/2022 - 12:00",2022,September,1.0,18.0,19,9.0,0.0,0.0,0.0,Drowning
Central America,"Fri, 09/30/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Northern Africa,"Sun, 10/02/2022 - 12:00",2022,October,4.0,29.0,33,1.0,0.0,0.0,0.0,Drowning
North America,"Sun, 10/02/2022 - 12:00",2022,October,3.0,0.0,3,3.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Sun, 10/02/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 10/04/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Tue, 10/04/2022 - 12:00",2022,October,3.0,2.0,5,45.0,3.0,0.0,0.0,Drowning
North America,"Fri, 09/23/2022 - 12:00",2022,September,1.0,0.0,1,12.0,0.0,0.0,0.0,Violence
Central America,"Thu, 09/29/2022 - 12:00",2022,September,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
Mediterranean,"Thu, 10/06/2022 - 12:00",2022,October,18.0,0.0,18,28.0,16.0,1.0,1.0,Drowning
Mediterranean,"Wed, 10/05/2022 - 12:00",2022,October,0.0,15.0,15,80.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 09/28/2022 - 12:00",2022,September,1.0,2.0,3,9.0,0.0,0.0,1.0,Drowning
Central America,"Sun, 08/14/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Wed, 09/28/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Thu, 09/29/2022 - 12:00",2022,September,1.0,0.0,1,9.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Thu, 09/29/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
Mediterranean,"Mon, 10/03/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 09/20/2022 - 12:00",2022,September,3.0,0.0,3,38.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 09/24/2022 - 12:00",2022,September,0.0,17.0,17,0.0,2.0,0.0,1.0,Drowning
Europe,"Fri, 03/25/2022 - 12:00",2022,March,1.0,0.0,1,3.0,0.0,1.0,0.0,Accidental death
South America,"Sat, 09/24/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Tue, 09/27/2022 - 12:00",2022,September,1.0,0.0,1,0.0,1.0,0.0,0.0,Accidental death
North America,"Wed, 09/28/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Thu, 09/22/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 09/01/2022 - 12:00",2022,September,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Caribbean,"Sat, 10/01/2022 - 12:00",2022,October,0.0,17.0,17,5.0,0.0,0.0,0.0,Drowning
Eastern Africa,"Thu, 08/18/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Eastern Africa,"Thu, 09/01/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Eastern Africa,"Sat, 07/09/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Sun, 07/31/2022 - 12:00",2022,July,2.0,0.0,2,0.0,0.0,1.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Sat, 07/16/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Mon, 08/08/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Eastern Africa,"Sun, 08/14/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Mon, 08/15/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Sun, 09/18/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Eastern Africa,"Sun, 09/25/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Mediterranean,"Tue, 09/27/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 10/08/2022 - 12:00",2022,October,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,11.0,0.0,11,195.0,0.0,0.0,0.0,Violence
Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,4.0,0.0,4,0.0,0.0,0.0,0.0,Violence
Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,0.0,Violence
Europe,"Thu, 10/06/2022 - 12:00",2022,October,2.0,0.0,2,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 10/05/2022 - 12:00",2022,October,10.0,4.0,14,1.0,0.0,12.0,0.0,Drowning
Mediterranean,"Mon, 10/10/2022 - 12:00",2022,October,8.0,9.0,17,0.0,2.0,0.0,1.0,Drowning
North America,"Tue, 10/11/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 10/11/2022 - 12:00",2022,October,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Fri, 10/07/2022 - 12:00",2022,October,1.0,0.0,1,5.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Mon, 10/10/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Central America,"Sat, 10/08/2022 - 12:00",2022,October,4.0,0.0,4,16.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Sat, 10/08/2022 - 12:00",2022,October,1.0,0.0,1,1.0,0.0,1.0,0.0,Violence
Mediterranean,"Wed, 10/12/2022 - 12:00",2022,October,3.0,0.0,3,1.0,0.0,0.0,0.0,Drowning
Central America,"Thu, 10/06/2022 - 12:00",2022,October,1.0,0.0,1,0.0,1.0,0.0,0.0,Violence
Northern Africa,"Tue, 10/11/2022 - 12:00",2022,October,1.0,0.0,1,56.0,1.0,0.0,0.0,Mixed or unknown
Central America,"Tue, 10/11/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 10/12/2022 - 12:00",2022,October,1.0,0.0,1,13.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Thu, 10/13/2022 - 12:00",2022,October,15.0,0.0,15,0.0,0.0,0.0,0.0,Drowning
Central America,"Thu, 10/13/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Fri, 10/14/2022 - 12:00",2022,October,1.0,0.0,1,104.0,0.0,0.0,1.0,Mixed or unknown
Central America,"Tue, 09/27/2022 - 12:00",2022,September,1.0,0.0,1,4.0,1.0,0.0,0.0,Drowning
Central America,"Thu, 10/06/2022 - 12:00",2022,October,5.0,0.0,5,11.0,1.0,4.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 10/07/2022 - 12:00",2022,October,1.0,0.0,1,1.0,0.0,1.0,0.0,Violence
Central America,"Sat, 09/17/2022 - 12:00",2022,September,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Mon, 10/10/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Mon, 10/10/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sat, 10/08/2022 - 12:00",2022,October,1.0,0.0,1,5.0,0.0,1.0,1.0,Drowning
North America,"Sun, 10/16/2022 - 12:00",2022,October,2.0,0.0,2,12.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
South America,"Sat, 10/15/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Thu, 10/13/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,0.0,9.0,9,270.0,0.0,0.0,4.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,0.0,5.0,5,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,0.0,4.0,4,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,4.0,10.0,14,88.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,4.0,6.0,10,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,0.0,1.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,0.0,1.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Mon, 10/10/2022 - 12:00",2022,October,0.0,12.0,12,97.0,0.0,0.0,0.0,Drowning
Western Asia,"Sat, 10/15/2022 - 12:00",2022,October,0.0,3.0,3,4.0,0.0,3.0,0.0,Drowning
